Unnamed: 0,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
7204,CWE-79,CVE-2018-17082,6.1,2.8,LOW,NONE,REQUIRED
7205,CWE-79,CVE-2018-17085,6.1,2.8,LOW,NONE,REQUIRED
7206,CWE-79,CVE-2018-17086,6.1,2.8,LOW,NONE,REQUIRED
7207,CWE-190,CVE-2018-17088,7.8,1.8,LOW,NONE,REQUIRED
7208,CWE-79,CVE-2018-17090,5.4,2.3,LOW,LOW,REQUIRED
7209,CWE-200,CVE-2018-17091,5.4,2.8,LOW,LOW,NONE
7210,CWE-89,CVE-2018-17092,5.4,2.8,LOW,LOW,NONE
7211,CWE-787,CVE-2018-17095,8.8,2.8,LOW,NONE,REQUIRED
7212,CWE-617,CVE-2018-17096,6.5,2.8,LOW,NONE,REQUIRED
7213,CWE-415,CVE-2018-17097,8.8,2.8,LOW,NONE,REQUIRED
7214,CWE-787,CVE-2018-17098,8.8,2.8,LOW,NONE,REQUIRED
7215,CWE-119,CVE-2018-1710,7.8,1.8,LOW,LOW,NONE
7216,CWE-190,CVE-2018-17100,8.8,2.8,LOW,NONE,REQUIRED
7217,CWE-787,CVE-2018-17101,8.8,2.8,LOW,NONE,REQUIRED
7218,CWE-352,CVE-2018-17102,8.8,2.8,LOW,NONE,REQUIRED
7219,CWE-352,CVE-2018-17103,8.8,2.8,LOW,NONE,REQUIRED
7220,CWE-352,CVE-2018-17104,8.8,2.8,LOW,NONE,REQUIRED
7221,CWE-119,CVE-2018-17106,7.5,3.9,LOW,NONE,NONE
7222,NVD-CWE-noinfo,CVE-2018-17107,9.8,3.9,LOW,NONE,NONE
7223,NVD-CWE-noinfo,CVE-2018-17108,8.8,2.8,LOW,NONE,REQUIRED
7224,CWE-732,CVE-2018-1711,7.8,1.8,LOW,LOW,NONE
7225,CWE-89,CVE-2018-17110,9.8,3.9,LOW,NONE,NONE
7226,NVD-CWE-noinfo,CVE-2018-17111,9.8,3.9,LOW,NONE,NONE
7227,CWE-79,CVE-2018-17113,6.1,2.8,LOW,NONE,REQUIRED
7228,CWE-352,CVE-2018-1712,9.9,3.9,LOW,NONE,NONE
7229,CWE-22,CVE-2018-17125,7.5,3.9,LOW,NONE,NONE
7230,CWE-94,CVE-2018-17126,9.8,3.9,LOW,NONE,NONE
7231,CWE-476,CVE-2018-17127,7.5,3.9,LOW,NONE,NONE
7232,CWE-79,CVE-2018-17128,5.4,2.3,LOW,LOW,REQUIRED
7233,CWE-89,CVE-2018-17129,4.9,1.2,LOW,HIGH,NONE
7234,CWE-79,CVE-2018-17130,5.4,2.3,LOW,LOW,REQUIRED
7235,CWE-94,CVE-2018-17131,7.2,1.2,LOW,HIGH,NONE
7236,CWE-94,CVE-2018-17132,7.2,1.2,LOW,HIGH,NONE
7237,CWE-94,CVE-2018-17133,7.2,1.2,LOW,HIGH,NONE
7238,CWE-94,CVE-2018-17134,7.2,1.2,LOW,HIGH,NONE
7239,CWE-89,CVE-2018-17136,9.8,3.9,LOW,NONE,NONE
7240,NVD-CWE-noinfo,CVE-2018-17137,9.8,3.9,LOW,NONE,NONE
7241,CWE-79,CVE-2018-17138,5.4,2.3,LOW,LOW,REQUIRED
7242,CWE-434,CVE-2018-17139,8.8,2.8,LOW,LOW,NONE
7243,CWE-79,CVE-2018-17140,5.4,2.3,LOW,LOW,REQUIRED
7244,CWE-787,CVE-2018-17141,9.8,3.9,LOW,NONE,NONE
7245,CWE-824,CVE-2018-17141,9.8,3.9,LOW,NONE,NONE
7246,CWE-476,CVE-2018-17142,7.5,3.9,LOW,NONE,NONE
7247,CWE-119,CVE-2018-17143,7.5,3.9,LOW,NONE,NONE
7248,NVD-CWE-noinfo,CVE-2018-17144,7.5,3.9,LOW,NONE,NONE
7249,CWE-400,CVE-2018-17145,7.5,3.9,LOW,NONE,NONE
7250,CWE-79,CVE-2018-17146,5.4,2.3,LOW,LOW,REQUIRED
7251,CWE-79,CVE-2018-17147,4.8,1.7,LOW,HIGH,REQUIRED
7252,CWE-284,CVE-2018-17148,9.8,3.9,LOW,NONE,NONE
7253,CWE-79,CVE-2018-1715,5.4,2.3,LOW,LOW,REQUIRED
7254,CWE-79,CVE-2018-17150,6.1,2.8,LOW,NONE,REQUIRED
7255,CWE-284,CVE-2018-17151,5.4,2.8,LOW,LOW,NONE
7256,CWE-611,CVE-2018-17152,6.4,3.1,LOW,LOW,NONE
7257,CWE-287,CVE-2018-17153,9.8,3.9,LOW,NONE,NONE
7258,CWE-476,CVE-2018-17154,5.5,1.8,LOW,LOW,NONE
7259,CWE-200,CVE-2018-17155,5.5,1.8,LOW,LOW,NONE
7260,CWE-787,CVE-2018-17156,5.9,2.2,HIGH,NONE,NONE
7261,CWE-190,CVE-2018-17157,9.8,3.9,LOW,NONE,NONE
7262,CWE-190,CVE-2018-17158,7.5,3.9,LOW,NONE,NONE
7263,CWE-400,CVE-2018-17159,7.5,3.9,LOW,NONE,NONE
7264,CWE-79,CVE-2018-1716,6.1,2.8,LOW,NONE,REQUIRED
7265,CWE-787,CVE-2018-17160,10.0,3.9,LOW,NONE,NONE
7266,CWE-119,CVE-2018-17161,9.8,3.9,LOW,NONE,NONE
7267,CWE-79,CVE-2018-17167,5.4,2.3,LOW,LOW,REQUIRED
7268,CWE-352,CVE-2018-17168,6.5,2.8,LOW,NONE,REQUIRED
7269,CWE-611,CVE-2018-17169,7.7,3.1,LOW,LOW,NONE
7270,CWE-94,CVE-2018-17170,8.1,2.2,HIGH,NONE,NONE
7271,CWE-77,CVE-2018-17172,9.8,3.9,LOW,NONE,NONE
7272,CWE-94,CVE-2018-17173,9.8,3.9,LOW,NONE,NONE
7273,CWE-787,CVE-2018-17174,9.8,3.9,LOW,NONE,NONE
7274,NVD-CWE-noinfo,CVE-2018-17175,5.3,3.9,LOW,NONE,NONE
7275,CWE-294,CVE-2018-17176,7.5,3.9,LOW,NONE,NONE
7276,CWE-326,CVE-2018-17177,2.4,0.9,LOW,NONE,NONE
7277,NVD-CWE-noinfo,CVE-2018-17178,5.3,1.6,HIGH,NONE,NONE
7278,CWE-89,CVE-2018-17179,9.8,3.9,LOW,NONE,NONE
7279,CWE-79,CVE-2018-1718,5.4,2.3,LOW,LOW,REQUIRED
7280,CWE-22,CVE-2018-17180,5.3,3.9,LOW,NONE,NONE
7281,CWE-89,CVE-2018-17181,9.8,3.9,LOW,NONE,NONE
7282,CWE-416,CVE-2018-17182,7.8,1.8,LOW,LOW,NONE
7283,NVD-CWE-noinfo,CVE-2018-17183,7.8,1.8,LOW,NONE,REQUIRED
7284,CWE-79,CVE-2018-17184,5.4,2.3,LOW,LOW,REQUIRED
7285,CWE-611,CVE-2018-17186,7.2,1.2,LOW,HIGH,NONE
7286,CWE-295,CVE-2018-17187,7.4,2.2,HIGH,NONE,NONE
7287,NVD-CWE-noinfo,CVE-2018-17188,7.2,1.2,LOW,HIGH,NONE
7288,CWE-400,CVE-2018-17189,5.3,3.9,LOW,NONE,NONE
7289,NVD-CWE-noinfo,CVE-2018-1719,5.9,2.2,HIGH,NONE,NONE
7290,NVD-CWE-noinfo,CVE-2018-17190,9.8,3.9,LOW,NONE,NONE
7291,NVD-CWE-noinfo,CVE-2018-17191,9.8,3.9,LOW,NONE,NONE
7292,CWE-1021,CVE-2018-17192,6.5,2.8,LOW,NONE,REQUIRED
7293,CWE-79,CVE-2018-17193,6.1,2.8,LOW,NONE,REQUIRED
7294,CWE-20,CVE-2018-17194,7.5,3.9,LOW,NONE,NONE
7295,CWE-863,CVE-2018-17195,7.5,1.6,HIGH,NONE,REQUIRED
7296,CWE-319,CVE-2018-17195,7.5,1.6,HIGH,NONE,REQUIRED
7297,NVD-CWE-noinfo,CVE-2018-17196,8.8,2.8,LOW,LOW,NONE
7298,CWE-835,CVE-2018-17197,6.5,2.8,LOW,NONE,REQUIRED
7299,CWE-918,CVE-2018-17198,9.8,3.9,LOW,NONE,NONE
7300,CWE-384,CVE-2018-17199,7.5,3.9,LOW,NONE,NONE
7301,CWE-327,CVE-2018-1720,7.5,3.9,LOW,NONE,NONE
7302,NVD-CWE-noinfo,CVE-2018-17200,9.8,3.9,LOW,NONE,NONE
7303,NVD-CWE-noinfo,CVE-2018-17201,7.5,3.9,LOW,NONE,NONE
7304,CWE-835,CVE-2018-17202,7.5,3.9,LOW,NONE,NONE
7305,CWE-617,CVE-2018-17204,4.3,2.8,LOW,LOW,NONE
7306,CWE-617,CVE-2018-17205,7.5,3.9,LOW,NONE,NONE
7307,CWE-125,CVE-2018-17206,4.9,1.2,LOW,HIGH,NONE
7308,CWE-94,CVE-2018-17207,9.8,3.9,LOW,NONE,NONE
7309,CWE-78,CVE-2018-17208,8.8,2.8,LOW,NONE,REQUIRED
7310,CWE-91,CVE-2018-1721,8.8,2.8,LOW,LOW,NONE
7311,CWE-285,CVE-2018-17210,8.8,2.8,LOW,LOW,NONE
7312,CWE-200,CVE-2018-17211,5.3,3.9,LOW,NONE,NONE
7313,CWE-287,CVE-2018-17213,8.8,2.8,LOW,LOW,NONE
7314,CWE-295,CVE-2018-17215,8.1,2.2,HIGH,NONE,NONE
7315,CWE-200,CVE-2018-17216,6.5,2.8,LOW,LOW,NONE
7316,CWE-798,CVE-2018-17217,7.5,3.9,LOW,NONE,NONE
7317,CWE-79,CVE-2018-17218,5.4,2.3,LOW,LOW,REQUIRED
7318,NVD-CWE-noinfo,CVE-2018-1722,10.0,3.9,LOW,NONE,NONE
7319,CWE-78,CVE-2018-17228,9.8,3.9,LOW,NONE,NONE
7320,CWE-787,CVE-2018-17229,6.5,2.8,LOW,NONE,REQUIRED
7321,CWE-200,CVE-2018-1723,5.5,1.8,LOW,LOW,NONE
7322,CWE-787,CVE-2018-17230,6.5,2.8,LOW,NONE,REQUIRED
7323,CWE-617,CVE-2018-17231,7.5,3.9,LOW,NONE,NONE
7324,CWE-89,CVE-2018-17232,9.8,3.9,LOW,NONE,NONE
7325,CWE-369,CVE-2018-17233,6.5,2.8,LOW,NONE,REQUIRED
7326,CWE-772,CVE-2018-17234,6.5,2.8,LOW,NONE,REQUIRED
7327,CWE-125,CVE-2018-17235,6.5,2.8,LOW,NONE,REQUIRED
7328,CWE-416,CVE-2018-17236,6.5,2.8,LOW,NONE,REQUIRED
7329,CWE-369,CVE-2018-17237,6.5,2.8,LOW,NONE,REQUIRED
7330,CWE-732,CVE-2018-1724,5.3,1.8,LOW,LOW,NONE
7331,CWE-89,CVE-2018-17243,9.8,3.9,LOW,NONE,NONE
7332,CWE-200,CVE-2018-17244,6.5,2.8,LOW,LOW,NONE
7333,CWE-522,CVE-2018-17245,9.8,3.9,LOW,NONE,NONE
7334,CWE-829,CVE-2018-17246,9.8,3.9,LOW,NONE,NONE
7335,CWE-611,CVE-2018-17247,5.9,2.2,HIGH,NONE,NONE
7336,NVD-CWE-noinfo,CVE-2018-1725,2.3,0.8,LOW,HIGH,NONE
7337,CWE-89,CVE-2018-17254,9.8,3.9,LOW,NONE,NONE
7338,CWE-79,CVE-2018-17255,6.1,2.8,LOW,NONE,REQUIRED
7339,CWE-79,CVE-2018-17256,4.8,1.7,LOW,HIGH,REQUIRED
7340,CWE-611,CVE-2018-1727,9.1,3.9,LOW,NONE,NONE
7341,CWE-79,CVE-2018-1728,5.4,2.3,LOW,LOW,REQUIRED
7342,CWE-400,CVE-2018-17281,7.5,3.9,LOW,NONE,NONE
7343,CWE-476,CVE-2018-17282,6.5,2.8,LOW,NONE,REQUIRED
7344,CWE-89,CVE-2018-17283,7.5,3.9,LOW,NONE,NONE
7345,CWE-311,CVE-2018-17287,4.9,1.2,LOW,HIGH,NONE
7346,CWE-345,CVE-2018-17287,4.9,1.2,LOW,HIGH,NONE
7347,CWE-79,CVE-2018-17288,5.4,2.3,LOW,LOW,REQUIRED
7348,CWE-611,CVE-2018-17289,6.5,2.8,LOW,LOW,NONE
7349,CWE-200,CVE-2018-1729,5.3,3.9,LOW,NONE,NONE
7350,CWE-125,CVE-2018-17292,6.5,2.8,LOW,NONE,REQUIRED
7351,CWE-476,CVE-2018-17293,8.8,2.8,LOW,NONE,REQUIRED
7352,CWE-125,CVE-2018-17294,6.5,2.8,LOW,NONE,REQUIRED
7353,CWE-22,CVE-2018-17297,7.5,3.9,LOW,NONE,NONE
7354,CWE-640,CVE-2018-17298,9.8,3.9,LOW,NONE,NONE
7355,CWE-611,CVE-2018-1730,7.1,2.8,LOW,LOW,NONE
7356,CWE-79,CVE-2018-17300,4.8,1.7,LOW,HIGH,REQUIRED
7357,CWE-79,CVE-2018-17301,5.4,2.3,LOW,LOW,REQUIRED
7358,CWE-79,CVE-2018-17302,5.4,2.3,LOW,LOW,REQUIRED
7359,CWE-732,CVE-2018-17305,8.8,2.8,LOW,LOW,NONE
7360,CWE-79,CVE-2018-17309,6.1,2.8,LOW,NONE,REQUIRED
7361,CWE-79,CVE-2018-1731,4.8,1.7,LOW,HIGH,REQUIRED
7362,CWE-79,CVE-2018-17310,6.1,2.8,LOW,NONE,REQUIRED
7363,CWE-79,CVE-2018-17311,6.1,2.8,LOW,NONE,REQUIRED
7364,CWE-79,CVE-2018-17312,6.1,2.8,LOW,NONE,REQUIRED
7365,CWE-79,CVE-2018-17313,6.1,2.8,LOW,NONE,REQUIRED
7366,CWE-79,CVE-2018-17314,6.1,2.8,LOW,NONE,REQUIRED
7367,CWE-79,CVE-2018-17315,6.1,2.8,LOW,NONE,REQUIRED
7368,CWE-79,CVE-2018-17316,6.1,2.8,LOW,NONE,REQUIRED
7369,CWE-78,CVE-2018-17317,9.8,3.9,LOW,NONE,NONE
7370,CWE-200,CVE-2018-1732,7.5,3.9,LOW,NONE,NONE
7371,CWE-79,CVE-2018-17320,6.1,2.8,LOW,NONE,REQUIRED
7372,CWE-79,CVE-2018-17321,6.1,2.8,LOW,NONE,REQUIRED
7373,CWE-79,CVE-2018-17322,6.1,2.8,LOW,NONE,REQUIRED
7374,NVD-CWE-noinfo,CVE-2018-1733,5.3,3.9,LOW,NONE,NONE
7375,CWE-772,CVE-2018-17332,7.5,3.9,LOW,NONE,NONE
7376,CWE-787,CVE-2018-17333,9.8,3.9,LOW,NONE,NONE
7377,CWE-787,CVE-2018-17334,9.8,3.9,LOW,NONE,NONE
7378,CWE-134,CVE-2018-17336,7.8,1.8,LOW,LOW,NONE
7379,CWE-79,CVE-2018-17337,6.1,2.8,LOW,NONE,REQUIRED
7380,CWE-787,CVE-2018-17338,7.8,1.8,LOW,NONE,REQUIRED
7381,CWE-200,CVE-2018-1734,4.3,2.8,LOW,LOW,NONE
7382,CWE-287,CVE-2018-17341,8.1,2.2,HIGH,NONE,NONE
7383,CWE-119,CVE-2018-17358,5.5,1.8,LOW,NONE,REQUIRED
7384,CWE-119,CVE-2018-17359,5.5,1.8,LOW,NONE,REQUIRED
7385,CWE-601,CVE-2018-1736,6.1,2.8,LOW,NONE,REQUIRED
7386,CWE-125,CVE-2018-17360,5.5,1.8,LOW,NONE,REQUIRED
7387,CWE-79,CVE-2018-17361,6.1,2.8,LOW,NONE,REQUIRED
7388,CWE-94,CVE-2018-17364,8.1,2.2,HIGH,NONE,NONE
7389,CWE-362,CVE-2018-17364,8.1,2.2,HIGH,NONE,NONE
7390,CWE-22,CVE-2018-17365,7.5,3.9,LOW,NONE,NONE
7391,CWE-352,CVE-2018-17366,8.8,2.8,LOW,NONE,REQUIRED
7392,NVD-CWE-noinfo,CVE-2018-17368,5.3,3.9,LOW,NONE,NONE
7393,CWE-79,CVE-2018-17369,4.8,1.7,LOW,HIGH,REQUIRED
7394,CWE-89,CVE-2018-17374,9.8,3.9,LOW,NONE,NONE
7395,CWE-89,CVE-2018-17375,9.8,3.9,LOW,NONE,NONE
7396,CWE-89,CVE-2018-17376,9.8,3.9,LOW,NONE,NONE
7397,CWE-89,CVE-2018-17377,9.8,3.9,LOW,NONE,NONE
7398,CWE-89,CVE-2018-17378,9.8,3.9,LOW,NONE,NONE
7399,CWE-89,CVE-2018-17379,9.8,3.9,LOW,NONE,NONE
7400,CWE-287,CVE-2018-1738,7.1,2.8,LOW,LOW,NONE
7401,CWE-89,CVE-2018-17380,9.8,3.9,LOW,NONE,NONE
7402,CWE-89,CVE-2018-17381,9.8,3.9,LOW,NONE,NONE
7403,CWE-89,CVE-2018-17382,9.8,3.9,LOW,NONE,NONE
7404,CWE-89,CVE-2018-17383,9.8,3.9,LOW,NONE,NONE
7405,CWE-89,CVE-2018-17384,9.8,3.9,LOW,NONE,NONE
7406,CWE-89,CVE-2018-17385,9.8,3.9,LOW,NONE,NONE
7407,CWE-89,CVE-2018-17386,9.8,3.9,LOW,NONE,NONE
7408,CWE-352,CVE-2018-17387,8.8,2.8,LOW,NONE,REQUIRED
7409,CWE-89,CVE-2018-17388,9.8,3.9,LOW,NONE,NONE
7410,CWE-352,CVE-2018-17389,8.8,2.8,LOW,NONE,REQUIRED
7411,CWE-89,CVE-2018-17391,9.8,3.9,LOW,NONE,NONE
7412,CWE-89,CVE-2018-17393,9.8,3.9,LOW,NONE,NONE
7413,CWE-89,CVE-2018-17394,9.8,3.9,LOW,NONE,NONE
7414,CWE-89,CVE-2018-17397,9.8,3.9,LOW,NONE,NONE
7415,CWE-89,CVE-2018-17398,9.8,3.9,LOW,NONE,NONE
7416,CWE-89,CVE-2018-17399,9.8,3.9,LOW,NONE,NONE
7417,CWE-79,CVE-2018-1740,5.4,2.3,LOW,LOW,REQUIRED
7418,NVD-CWE-noinfo,CVE-2018-17400,7.0,1.0,HIGH,NONE,REQUIRED
7419,CWE-640,CVE-2018-17401,8.8,2.8,LOW,NONE,REQUIRED
7420,CWE-200,CVE-2018-17402,5.3,1.6,HIGH,NONE,REQUIRED
7421,NVD-CWE-noinfo,CVE-2018-17403,8.8,2.8,LOW,NONE,REQUIRED
7422,CWE-200,CVE-2018-17404,5.3,1.6,HIGH,NONE,REQUIRED
7423,CWE-119,CVE-2018-17407,7.8,1.8,LOW,NONE,REQUIRED
7424,CWE-787,CVE-2018-17408,7.8,1.8,LOW,NONE,REQUIRED
7425,NVD-CWE-noinfo,CVE-2018-1741,6.5,3.9,LOW,NONE,NONE
7426,CWE-89,CVE-2018-17410,9.8,3.9,LOW,NONE,NONE
7427,CWE-611,CVE-2018-17411,9.8,3.9,LOW,NONE,NONE
7428,CWE-89,CVE-2018-17412,9.8,3.9,LOW,NONE,NONE
7429,CWE-79,CVE-2018-17413,6.1,2.8,LOW,NONE,REQUIRED
7430,CWE-89,CVE-2018-17414,8.8,2.8,LOW,LOW,NONE
7431,CWE-89,CVE-2018-17415,8.8,2.8,LOW,LOW,NONE
7432,CWE-89,CVE-2018-17416,7.2,1.2,LOW,HIGH,NONE
7433,CWE-434,CVE-2018-17418,7.2,1.2,LOW,HIGH,NONE
7434,CWE-476,CVE-2018-17419,7.5,3.9,LOW,NONE,NONE
7435,CWE-798,CVE-2018-1742,9.3,2.5,LOW,NONE,NONE
7436,CWE-89,CVE-2018-17420,7.2,1.2,LOW,HIGH,NONE
7437,CWE-79,CVE-2018-17421,6.1,2.8,LOW,NONE,REQUIRED
7438,CWE-601,CVE-2018-17422,6.1,2.8,LOW,NONE,REQUIRED
7439,CWE-79,CVE-2018-17423,4.8,1.7,LOW,HIGH,REQUIRED
7440,CWE-79,CVE-2018-17425,5.4,2.3,LOW,LOW,REQUIRED
7441,CWE-79,CVE-2018-17426,5.4,2.3,LOW,LOW,REQUIRED
7442,CWE-125,CVE-2018-17427,6.5,2.8,LOW,NONE,REQUIRED
7443,CWE-89,CVE-2018-17428,9.8,3.9,LOW,NONE,NONE
7444,CWE-352,CVE-2018-17429,8.8,2.8,LOW,NONE,REQUIRED
7445,CWE-200,CVE-2018-1743,5.3,3.9,LOW,NONE,NONE
7446,CWE-287,CVE-2018-17431,9.8,3.9,LOW,NONE,NONE
7447,CWE-476,CVE-2018-17432,6.5,2.8,LOW,NONE,REQUIRED
7448,CWE-787,CVE-2018-17433,6.5,2.8,LOW,NONE,REQUIRED
7449,CWE-369,CVE-2018-17434,6.5,2.8,LOW,NONE,REQUIRED
7450,CWE-125,CVE-2018-17435,6.5,2.8,LOW,NONE,REQUIRED
7451,CWE-787,CVE-2018-17436,6.5,2.8,LOW,NONE,REQUIRED
7452,CWE-772,CVE-2018-17437,6.5,2.8,LOW,NONE,REQUIRED
7453,CWE-369,CVE-2018-17438,6.5,2.8,LOW,NONE,REQUIRED
7454,CWE-787,CVE-2018-17439,6.5,2.8,LOW,NONE,REQUIRED
7455,CWE-22,CVE-2018-1744,6.5,2.8,LOW,LOW,NONE
7456,CWE-434,CVE-2018-17440,9.8,3.9,LOW,NONE,NONE
7457,CWE-79,CVE-2018-17441,6.1,2.8,LOW,NONE,REQUIRED
7458,CWE-434,CVE-2018-17442,8.8,2.8,LOW,LOW,NONE
7459,CWE-79,CVE-2018-17443,6.1,2.8,LOW,NONE,REQUIRED
7460,CWE-22,CVE-2018-17444,7.5,3.9,LOW,NONE,NONE
7461,CWE-77,CVE-2018-17445,9.8,3.9,LOW,NONE,NONE
7462,CWE-89,CVE-2018-17446,9.8,3.9,LOW,NONE,NONE
7463,CWE-532,CVE-2018-17447,7.5,3.9,LOW,NONE,NONE
7464,NVD-CWE-noinfo,CVE-2018-17448,9.8,3.9,LOW,NONE,NONE
7465,CWE-306,CVE-2018-1745,7.5,3.9,LOW,NONE,NONE
7466,CWE-88,CVE-2018-17456,9.8,3.9,LOW,NONE,NONE
7467,CWE-416,CVE-2018-17457,8.8,2.8,LOW,NONE,REQUIRED
7468,CWE-129,CVE-2018-17458,8.8,2.8,LOW,NONE,REQUIRED
7469,NVD-CWE-noinfo,CVE-2018-17459,6.5,2.8,LOW,NONE,REQUIRED
7470,CWE-20,CVE-2018-17460,6.5,2.8,LOW,NONE,REQUIRED
7471,CWE-125,CVE-2018-17461,8.8,2.8,LOW,NONE,REQUIRED
7472,CWE-416,CVE-2018-17462,9.6,2.8,LOW,NONE,REQUIRED
7473,NVD-CWE-noinfo,CVE-2018-17463,8.8,2.8,LOW,NONE,REQUIRED
7474,NVD-CWE-noinfo,CVE-2018-17464,4.3,2.8,LOW,NONE,REQUIRED
7475,CWE-416,CVE-2018-17465,8.8,2.8,LOW,NONE,REQUIRED
7476,CWE-125,CVE-2018-17466,8.8,2.8,LOW,NONE,REQUIRED
7477,CWE-459,CVE-2018-17467,4.3,2.8,LOW,NONE,REQUIRED
7478,CWE-200,CVE-2018-17468,6.5,2.8,LOW,NONE,REQUIRED
7479,CWE-125,CVE-2018-17469,8.8,2.8,LOW,NONE,REQUIRED
7480,CWE-611,CVE-2018-1747,7.1,2.8,LOW,LOW,NONE
7481,CWE-119,CVE-2018-17470,7.4,2.8,LOW,NONE,REQUIRED
7482,NVD-CWE-noinfo,CVE-2018-17471,4.3,2.8,LOW,NONE,REQUIRED
7483,CWE-20,CVE-2018-17472,9.6,2.8,LOW,NONE,REQUIRED
7484,NVD-CWE-noinfo,CVE-2018-17473,4.3,2.8,LOW,NONE,REQUIRED
7485,CWE-787,CVE-2018-17474,8.8,2.8,LOW,NONE,REQUIRED
7486,CWE-416,CVE-2018-17474,8.8,2.8,LOW,NONE,REQUIRED
7487,NVD-CWE-noinfo,CVE-2018-17475,4.3,2.8,LOW,NONE,REQUIRED
7488,NVD-CWE-noinfo,CVE-2018-17476,4.3,2.8,LOW,NONE,REQUIRED
7489,NVD-CWE-noinfo,CVE-2018-17477,4.3,2.8,LOW,NONE,REQUIRED
7490,CWE-129,CVE-2018-17478,8.8,2.8,LOW,NONE,REQUIRED
7491,CWE-787,CVE-2018-17479,8.8,2.8,LOW,NONE,REQUIRED
7492,CWE-416,CVE-2018-17479,8.8,2.8,LOW,NONE,REQUIRED
7493,CWE-787,CVE-2018-17480,8.8,2.8,LOW,NONE,REQUIRED
7494,CWE-787,CVE-2018-17481,8.8,2.8,LOW,NONE,REQUIRED
7495,CWE-416,CVE-2018-17481,8.8,2.8,LOW,NONE,REQUIRED
7496,CWE-200,CVE-2018-17482,5.5,1.8,LOW,LOW,NONE
7497,CWE-200,CVE-2018-17483,5.5,1.8,LOW,LOW,NONE
7498,CWE-200,CVE-2018-17484,7.1,1.8,LOW,LOW,NONE
7499,CWE-1188,CVE-2018-17485,7.8,1.8,LOW,LOW,NONE
7500,NVD-CWE-noinfo,CVE-2018-17486,5.5,1.8,LOW,LOW,NONE
7501,NVD-CWE-noinfo,CVE-2018-17487,7.8,1.8,LOW,LOW,NONE
7502,NVD-CWE-noinfo,CVE-2018-17488,7.8,1.8,LOW,LOW,NONE
7503,CWE-312,CVE-2018-17489,5.5,1.8,LOW,LOW,NONE
7504,NVD-CWE-noinfo,CVE-2018-1749,6.5,2.8,LOW,LOW,NONE
7505,CWE-862,CVE-2018-17490,7.1,1.8,LOW,LOW,NONE
7506,CWE-862,CVE-2018-17491,7.8,1.8,LOW,LOW,NONE
7507,CWE-798,CVE-2018-17492,7.8,1.8,LOW,LOW,NONE
7508,NVD-CWE-noinfo,CVE-2018-17493,7.8,1.8,LOW,LOW,NONE
7509,NVD-CWE-noinfo,CVE-2018-17494,7.8,1.8,LOW,LOW,NONE
7510,NVD-CWE-noinfo,CVE-2018-17495,7.8,1.8,LOW,LOW,NONE
7511,NVD-CWE-noinfo,CVE-2018-17496,7.8,1.8,LOW,LOW,NONE
7512,CWE-1188,CVE-2018-17497,7.8,1.8,LOW,LOW,NONE
7513,CWE-312,CVE-2018-17499,5.5,1.8,LOW,LOW,NONE
7514,CWE-532,CVE-2018-17499,5.5,1.8,LOW,LOW,NONE
7515,CWE-732,CVE-2018-1750,8.1,2.8,LOW,LOW,NONE
7516,CWE-522,CVE-2018-17500,7.8,1.8,LOW,LOW,NONE
7517,CWE-200,CVE-2018-17502,3.3,1.8,LOW,LOW,NONE
7518,CWE-326,CVE-2018-1751,7.5,3.9,LOW,NONE,NONE
7519,CWE-200,CVE-2018-1753,4.3,2.8,LOW,LOW,NONE
7520,CWE-78,CVE-2018-17532,9.8,3.9,LOW,NONE,NONE
7521,CWE-79,CVE-2018-17533,6.1,2.8,LOW,NONE,REQUIRED
7522,CWE-287,CVE-2018-17534,6.8,0.9,LOW,NONE,NONE
7523,NVD-CWE-noinfo,CVE-2018-17538,9.8,3.9,LOW,NONE,NONE
7524,NVD-CWE-noinfo,CVE-2018-17539,7.5,3.9,LOW,NONE,NONE
7525,CWE-119,CVE-2018-17540,7.5,3.9,LOW,NONE,NONE
7526,CWE-89,CVE-2018-17542,5.3,3.9,LOW,NONE,NONE
7527,CWE-200,CVE-2018-1755,5.9,2.2,HIGH,NONE,NONE
7528,CWE-89,CVE-2018-17552,9.8,3.9,LOW,NONE,NONE
7529,CWE-434,CVE-2018-17553,8.8,2.8,LOW,LOW,NONE
7530,CWE-22,CVE-2018-17553,8.8,2.8,LOW,LOW,NONE
7531,CWE-200,CVE-2018-17555,7.5,3.9,LOW,NONE,NONE
7532,CWE-79,CVE-2018-17556,5.4,2.3,LOW,LOW,REQUIRED
7533,CWE-89,CVE-2018-1756,7.5,3.9,LOW,NONE,NONE
7534,CWE-79,CVE-2018-17560,6.1,2.8,LOW,NONE,REQUIRED
7535,CWE-89,CVE-2018-17562,7.5,3.9,LOW,NONE,NONE
7536,CWE-311,CVE-2018-17563,5.3,3.9,LOW,NONE,NONE
7537,NVD-CWE-noinfo,CVE-2018-17564,9.8,3.9,LOW,NONE,NONE
7538,CWE-78,CVE-2018-17565,9.8,3.9,LOW,NONE,NONE
7539,CWE-89,CVE-2018-17566,9.8,3.9,LOW,NONE,NONE
7540,CWE-59,CVE-2018-17567,7.5,3.9,LOW,NONE,NONE
